"","Cyp79A2_rep1","Cyp79A2_rep2","Cyp79A2_rep3","WT-PAOx_rep1","WT-PAOx_rep2","WT-PAOx_rep3","WT_rep1","WT_rep2","WT_rep3"
"AT3G44670",46.2334,29.58644,32.11027,30.0866,29.20357,30.61016,33.04715,29.57924,37.21445
"AT3G44680",9.13165,10.12311,11.10501,6.970643,7.451619,5.639752,10.7051,10.19316,10.98371
"AT3G44690",1.75985,1.241439,1.124191,1.183387,1.091511,0.7577624,1.260397,1.44653,1.3328
"AT3G44713",1.016486,0.8253574,1.481717,0.3792713,0.6194581,0.3433539,0.9679122,1.14883,1.720072
"AT3G44716",2.831768,1.40664,3.102125,0.3622593,1.061977,1.093177,1.797633,1.163803,2.439485
"AT3G44720",19.31209,26.7551,23.74598,47.43621,46.21837,43.65242,26.34717,20.24839,28.37661
"AT3G44730",3.710582,2.557156,2.224424,1.412748,1.4164,1.151063,2.439638,2.287468,2.120166
"AT3G44735",20.60647,12.2625,13.57891,25.92906,23.12032,23.63656,8.756528,11.4538,17.66872
"AT3G44740",5.467348,6.118069,5.106112,5.745243,5.199173,5.050404,4.214451,5.697691,5.446893
"AT3G44750",33.67541,39.66484,26.38318,52.86992,44.14276,40.59274,38.23844,42.70852,40.46848
"AT3G44770",0.7480476,0.4763869,0.2202865,0.3189847,0.420802,0.5294236,0.2638154,0.563628,0.7160235
"AT3G44798",9.692827,8.371309,10.43993,4.812682,4.855003,5.510217,8.147939,6.275485,6.4001
"AT3G44800",0.3384088,0.6465371,0.3487935,0.3607632,0.1586386,0.3265986,0.2983682,0.1738495,0.1156862
"AT3G44805",0.3839377,1.344789,0.3391882,0.1364332,0.4799508,0.1235129,1.489445,1.314926,1.050004
"AT3G44820",5.557748,5.274623,5.579511,4.309003,2.774529,3.831276,5.498355,6.340684,5.255666
"AT3G44850",12.6276,8.591794,8.524718,7.937353,7.092283,6.323396,9.768074,10.67929,10.38473
"AT3G44860",66.62595,46.91979,53.1797,279.0704,145.6319,239.8568,88.442,56.19679,71.42758
"AT3G44880",53.36289,56.58828,54.58913,52.62645,41.81266,56.19511,67.31232,73.03782,69.89037
"AT3G44890",204.6058,153.0659,160.6535,226.2083,260.6113,216.3192,173.8186,149.0991,145.6807
"AT3G44900",0.467484,0.1860704,0.3097476,0.6229561,1.095731,0.7895461,0.4533884,0.6404237,0.2796693
"AT3G44940",4.536284,3.62189,2.990717,2.454059,2.983462,2.025628,2.722082,3.547786,3.888434
"AT3G44960",3.830148,2.927031,3.248379,2.939873,3.878257,2.661465,2.755603,4.25012,4.08517
